MethodName	CoveredStatement	TotalStatement	StatementCoverage	CoveredBranch	TotalBranch	BranchCoverage
org.apache.commons.math3.random.RandomDataGenerator.nextPoisson	0	2	0.0	0	0	0.0
org.apache.commons.math3.random.RandomDataGenerator.nextSecureLong	0	13	0.0	0	9	0.0
org.apache.commons.math3.random.RandomDataGenerator.nextSecureInt	0	1	0.0	0	0	0.0
org.apache.commons.math3.random.RandomDataGenerator.nextSecureHexString	0	21	0.0	0	8	0.0
org.apache.commons.math3.random.RandomDataGenerator.nextLong	0	11	0.0	0	6	0.0
org.apache.commons.math3.random.RandomDataGenerator.nextLong	0	13	0.0	0	9	0.0
org.apache.commons.math3.random.RandomDataGenerator.nextInt	0	1	0.0	0	0	0.0
org.apache.commons.math3.random.RandomDataGenerator.nextHexString	0	13	0.0	0	6	0.0
org.apache.commons.math3.random.RandomDataGenerator.<init>	0	5	0.0	0	0	0.0
org.apache.commons.math3.random.RandomDataGenerator.<init>	4	4	1.0	0	0	0.0
org.apache.commons.math3.util.MathUtils.checkNotNull	3	3	1.0	2	2	1.0
org.apache.commons.math3.util.MathUtils.checkNotNull	0	3	0.0	0	2	0.0
org.apache.commons.math3.util.MathUtils.checkFinite	0	5	0.0	0	5	0.0
org.apache.commons.math3.util.MathUtils.checkFinite	0	3	0.0	0	3	0.0
org.apache.commons.math3.util.MathUtils.copySign	0	5	0.0	0	8	0.0
org.apache.commons.math3.util.MathUtils.copySign	0	5	0.0	0	8	0.0
org.apache.commons.math3.util.MathUtils.copySign	0	5	0.0	0	8	0.0
org.apache.commons.math3.util.MathUtils.copySign	0	5	0.0	0	8	0.0
org.apache.commons.math3.util.MathUtils.reduce	0	2	0.0	0	0	0.0
org.apache.commons.math3.util.MathUtils.normalizeAngle	0	1	0.0	0	0	0.0
org.apache.commons.math3.util.MathUtils.hash	0	1	0.0	0	0	0.0
org.apache.commons.math3.util.MathUtils.hash	0	1	0.0	0	0	0.0
org.apache.commons.math3.util.MathUtils.<init>	0	1	0.0	0	0	0.0
org.apache.commons.math3.exception.NullArgumentException.<init>	2	2	1.0	0	0	0.0
org.apache.commons.math3.exception.NullArgumentException.<init>	2	2	1.0	0	0	0.0
org.apache.commons.math3.exception.NoDataException.<init>	2	2	1.0	0	0	0.0
org.apache.commons.math3.exception.NoDataException.<init>	2	2	1.0	0	0	0.0
org.apache.commons.math3.exception.NumberIsTooSmallException.getMin	0	1	0.0	0	0	0.0
org.apache.commons.math3.exception.NumberIsTooSmallException.getBoundIsAllowed	0	1	0.0	0	0	0.0
org.apache.commons.math3.exception.NumberIsTooSmallException.<init>	4	4	1.0	0	0	0.0
org.apache.commons.math3.exception.NumberIsTooSmallException.<init>	2	2	1.0	2	2	1.0
org.apache.commons.math3.exception.NotPositiveException.<init>	0	2	0.0	0	0	0.0
org.apache.commons.math3.exception.NotPositiveException.<init>	2	2	1.0	0	0	0.0
org.apache.commons.math3.exception.NotStrictlyPositiveException.<init>	0	2	0.0	0	0	0.0
org.apache.commons.math3.exception.NotStrictlyPositiveException.<init>	2	2	1.0	0	0	0.0
org.apache.commons.math3.util.MathArrays$2.compare	1	1	1.0	0	0	0.0
org.apache.commons.math3.util.MathArrays$2.compare	1	1	1.0	0	0	0.0
org.apache.commons.math3.util.MathArrays$2.<init>	1	1	1.0	0	0	0.0
